query,name,site,subtypes,category,phone,full_address,city,rating,reviews_link,photos_count,photo,about,description,place_id,email_1,email_1_full_name,email_1_title,email_2,email_2_full_name,email_2_title,email_3,email_3_full_name,email_3_title,phone_1,phone_2,phone_3,facebook,instagram,linkedin,twitter,website_title,website_description,website_keywords
"Cabin rentals with bunk beds, 95445, California, USA",Cabin 5 on the Bluff,http://www.cabin5onthebluff.com/,Vacation home rental agency,Vacation home rental agency,+1 707-884-4465,"36100 CA-1, Gualala, CA 95445",Gualala,5.0,"https://search.google.com/local/reviews?placeid=ChIJr94jb1A7gYARPkJS9_hhfnY&q=Cabin+rentals+with+bunk+beds,+95445,+California,+USA&authuser=0&hl=en&gl=US",15.0,https://lh5.googleusercontent.com/p/AF1QipNTFQ783WykL_soE-UVKbUuTa_i5McUuvNJkjk-=w800-h500-k-no,{},,ChIJr94jb1A7gYARPkJS9_hhfnY,cabin5onthebluff@aol.com,,,,,,,,,,,,,,,,Cabin 5 on the Bluff Vacation Rental,,
"Cabin rentals with bunk beds, 95006, California, USA",Boulder Creek Cottage,http://www.bouldercreekcottage.com/,Vacation home rental agency,Vacation home rental agency,+1 951-837-1556,"53340 Rising Glen Rd, Idyllwild-Pine Cove, CA 92549",Idyllwild-Pine Cove,4.9,"https://search.google.com/local/reviews?placeid=ChIJgXSuD_oR24ARkFnhHqOaSwg&q=Cabin+rentals+with+bunk+beds,+95006,+California,+USA&authuser=0&hl=en&gl=US",16.0,https://lh5.googleusercontent.com/p/AF1QipNe5HPmUCOBsQZwzQmlktzkEQ2CsmEzZ3mzpuPS=w800-h500-k-no,"{""Planning"": {""Appointment required"": true}}",,ChIJgXSuD_oR24ARkFnhHqOaSwg,,,,,,,,,,9518371556,,,,,,,,,
"Cabin rentals with bunk beds, 94904, California, USA",Shadow Ridge Vacation Rentals,https://www.shadowridge.com/,"Cabin rental agency, Vacation home rental agency, Service establishment",Vacation home rental agency,+1 209-586-0334,,,5.0,"https://search.google.com/local/reviews?placeid=ChIJ7XEqD3XMkIARi3HvFsHK-c8&q=Cabin+rentals+with+bunk+beds,+94904,+California,+USA&authuser=0&hl=en&gl=US",20.0,https://lh5.googleusercontent.com/p/AF1QipNty7GIwYSPrFLJUPXUV-tmsv2Hw0Bxy5jbnXYS=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Other"": {""Identifies as women-owned"": true}}",,ChIJ7XEqD3XMkIARi3HvFsHK-c8,info@shadowridge.com,,,,,,,,,8003820334,,,https://www.facebook.com/shadowridgevacationrentals,https://www.instagram.com/shadowridgevacationrentals,http://www.linkedin.com/company/3949393,,Twain Harte CA Vacation Cabin Rentals,For 25 years Simply the best group of Twain Harte CA Vacation Cabin Rentals. Call to reserve now!,
"Mountain lodges with event space, 95476, California, USA",Auberge Sonoma,https://www.sonomavalleyescapes.com/properties/auberge-sonoma/,"Vacation home rental agency, Bed & breakfast",Vacation home rental agency,+1 707-353-5060,"151 E Napa St, Sonoma, CA 95476",Sonoma,5.0,"https://search.google.com/local/reviews?placeid=ChIJ2U_zSaiuhYARNcFxWHGw8_Y&q=Mountain+lodges+with+event+space,+95476,+California,+USA&authuser=0&hl=en&gl=US",23.0,https://lh5.googleusercontent.com/p/AF1QipMJ6grn7sFy8-8BIjCuS5PZMG8FpHcePuAwuTPi=w800-h500-k-no,"{""Service options"": {""Online appointments"": true, ""Onsite services"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Wi-Fi"": true, ""Kitchen"": true, ""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}",,ChIJ2U_zSaiuhYARNcFxWHGw8_Y,stay@sonomavalleyescapes.com,,,,,,,,,7072829169,8884902739,7072553954,https://www.facebook.com/837702212934091,,,https://twitter.com/intent/,Cottage Sonoma - Sonoma Valley Escapes,"Luxury Vacation Rentals in Sonoma Valley, Northern California Wine Country. Escape with us, your perfect Vacation is just a click away",
"Cabin rentals with bunk beds, 94558, California, USA",Big Bear Lakefront Cabins & Best Mountain Vacation Rentals,https://bigbearlakefrontcabins.com/,Vacation home rental agency,Vacation home rental agency,+1 909-547-6015,"41011 Big Bear Blvd B, Big Bear Lake, CA 92315",Big Bear Lake,4.5,"https://search.google.com/local/reviews?placeid=ChIJy4H14JOzxIARwW9PcOH3zJM&q=Cabin+rentals+with+bunk+beds,+94558,+California,+USA&authuser=0&hl=en&gl=US",157.0,https://lh5.googleusercontent.com/p/AF1QipPeuXi907Se3GrZEu6qRhuX419inqL608aMU0ZX=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Other"": {""Identifies as women-owned"": true}}",,ChIJy4H14JOzxIARwW9PcOH3zJM,info@bigbearlakefrontcabins.com,Info,,accessibility@q4launch.com,,,j.bvspas@gmail.com,Jay Castaldi,,+1 909-547-6015,,,https://www.facebook.com/dobigbear/,,,,Big Bear Lake Luxury Cabin Rentals | Big Bear Lakefront Cabins,Big Bear Lakefront Cabins is your premier Big Bear Lake cabin rental agency specializing in Big Bear luxury and pet-friendly cabin rentals in Southern California.,
"Mountain lodges with event space, 94970, California, USA",Lillaskog Lodge,http://lillaskogyosemite.com/,"Vacation home rental agency, Retail space rental agency, Wedding venue",Vacation home rental agency,+1 209-309-3177,"27557 Packard Cyn Rd, Groveland, CA 95321",Groveland,4.5,https://search.google.com/local/reviews?placeid=ChIJ9cKc3gHXloAR4iZCB0BWLEc&q=*&authuser=0&hl=en&gl=US,107.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WLkE3TK3QlxsBTECEDJ2FAq74zwDg5avPJ5N6WXxQgIW0K4nUaWThMBKq1Y7GwCcSD56RCOn5v_Y2HClEA7fcqyvptMrENEEZwtdwcwtPGjgt6YHU7BpgcNGOL3QB8zTji3bm65lfDPqxDnFTwehQuo75LLyhMK4my4kz-9Si5U8znfEeqwgqCrRQ=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointment required"": true}}",,ChIJ9cKc3gHXloAR4iZCB0BWLEc,lillaskoginfo@gmail.com,,,,,,,,,12099620792,,,https://www.facebook.com/1649895101954429,,,,Lillaskog Lodge |,,
"Cabin rentals with bunk beds, 95476, California, USA",Russian River Vacation Homes,http://www.riverhomes.com/,"Cabin rental agency, Vacation home rental agency, Property management company",Vacation home rental agency,+1 707-869-9030,"14080 Mill St, Guerneville, CA 95446",Guerneville,4.7,"https://search.google.com/local/reviews?placeid=ChIJU-hJ5FkfhIARDLIHTfkXNgQ&q=Cabin+rentals+with+bunk+beds,+95476,+California,+USA&authuser=0&hl=en&gl=US",78.0,https://lh5.googleusercontent.com/p/AF1QipOuYxRdpe0cSgUj6CkDK5IXkCS44krT2YkcKOas=w800-h500-k-no,{},,ChIJU-hJ5FkfhIARDLIHTfkXNgQ,jill@riverhomes.com,Jill Deproto,Property Manager,edeproto@riverhomes.com,Ellen Deproto,Property Manager,eday@riverhomes.com,Esa Day,Property Manager,8009973312,7078699030,+1 707-869-9030,https://www.facebook.com/RussianRiverVacationHomes/,https://www.instagram.com/russianrivervacationhome,https://www.linkedin.com/company/russian-river-vacation-homes/,https://twitter.com/RRVacationHomes,Rocktop Lodge | Vacation Rental,"Rocktop Lodge is a 4.00 bedroom, 3.00 bathroom vacation rental.",
"Mountain lodges with event space, 95404, California, USA",The Ranch Above St Helena a Blair Spangler Design Group Property,https://blairspangler.com/,"Vacation home rental agency, Event venue",Vacation home rental agency,+1 707-408-1079,"8588 St Helena Rd, Santa Rosa, CA 95404",Santa Rosa,4.8,"https://search.google.com/local/reviews?placeid=ChIJQ0umVwdFhIARO4839IJQ2iY&q=Mountain+lodges+with+event+space,+95404,+California,+USA&authuser=0&hl=en&gl=US",105.0,https://lh5.googleusercontent.com/p/AF1QipN-gvxzcYyCTFyl34OouA0x8_Qqh7Tlv-i6GH5Z=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,ChIJQ0umVwdFhIARO4839IJQ2iY,krista@blairspangler.com,krista anthony,Operations Management And Construction Project Management,blair@blairspangler.com,,,info@blairspangler.com,,,14155344040,20,7074081079,https://www.facebook.com/965068913543137,,http://linkedin.com/company/blair-spangler-design-group,,Blair Spangler - The Collection | Luxury Wine Country Villas,Luxury Private Vacation Homes - Next to Wineries & Vinyards - White Glove Full Services - Free Concierge - All Ensuite Bathrooms - Contact 707-4081079,
"Cabin rentals with bunk beds, 95060, California, USA",O'Neal Vacation Rentals,http://onealvr.com/,Vacation home rental agency,Vacation home rental agency,+1 831-291-3616,"1100 Water St # 2C, Santa Cruz, CA 95062",Santa Cruz,5.0,https://search.google.com/local/reviews?placeid=ChIJNUBE1IzhVyoRBgNt7nGGsqc&q=*&authuser=0&hl=en&gl=US,3.0,https://lh5.googleusercontent.com/p/AF1QipMYMk25DHtMB_Q9OjjJopZkklocmimeu_Dpal80=w800-h500-k-no,{},,ChIJNUBE1IzhVyoRBgNt7nGGsqc,shane@onealvr.com,,,info@onealvr.com,,,,,,,,,,,,,O'Neal Vacation Rentals - Management Services,O'Neal Vacation Rentals provides turnkey management services for vacation rentals with the highest occupancy rates & revenues for homeowners.,
"Cabin rentals with bunk beds, 94970, California, USA",Russian River Escapes Vacation Rental,http://www.russianriverescapes.com/,"Cabin rental agency, Vacation home rental agency",Vacation home rental agency,+1 866-241-7929,"3985 Tomales Petaluma Rd, Tomales, CA 94971",Tomales,4.7,"https://search.google.com/local/reviews?placeid=ChIJ278DVlkthIARKgeL1t6TN04&q=Cabin+rentals+with+bunk+beds,+94970,+California,+USA&authuser=0&hl=en&gl=US",2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yNaD3G_ziw6qYekwJE6NDw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=177.39189&pitch=0&thumbfov=100,{},,ChIJ278DVlkthIARKgeL1t6TN04,,,,,,,,,,,,,,,,,,,
"Summer camp for rent , 95448, California, USA",Lucky Bend Lookout Vacation Rental on the Russian River,http://luckybendlookout.com/,Vacation home rental agency,Vacation home rental agency,+1 415-516-6961,"17437 Riverside Dr, Guerneville, CA 95446",Guerneville,5.0,"https://search.google.com/local/reviews?placeid=ChIJp2V5mn0hhIARgvHSeKVAMtI&q=Summer+camp+for+rent+,+95448,+California,+USA&authuser=0&hl=en&gl=US",45.0,https://lh5.googleusercontent.com/p/AF1QipOPbTYdHX60ADdGe2wNAJAV8qlEtXWENyr-dQo=w800-h500-k-no,"{""Planning"": {""Appointment required"": true}}",,ChIJp2V5mn0hhIARgvHSeKVAMtI,luckybendlookout@gmail.com,,,,,,,,,,,,,https://www.instagram.com/p,,,"Lucky Bend Lookout, a mid-century modern and kid-friendly vacation rental with a dock on the Russian River in Guerneville, Sonoma County, California.","Lucky Bend Lookout is a mid-century modern and kid-friendly vacation rental with a dock on the Russian River in Guerneville, Sonoma County, California.",
"Cabin rentals with bunk beds, 95476, California, USA",Sonoma Plaza Vacation Rentals-Wine Country Bungalow,http://airbnb.com/h/sonomawinecountrybungalow,"Cabin rental agency, Vacation home rental agency, Property management company, Serviced accommodation",Vacation home rental agency,+1 808-283-7333,"990 E Napa St, Sonoma, CA 95476",Sonoma,4.8,"https://search.google.com/local/reviews?placeid=ChIJ3wEpwuaphYARfmCCNmkM3Z0&q=Cabin+rentals+with+bunk+beds,+95476,+California,+USA&authuser=0&hl=en&gl=US",20.0,https://lh5.googleusercontent.com/p/AF1QipPNu3O8-F6a2RFq8QJ1kdME9Zlyse65AFw3y-gs=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Other"": {""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}}",,ChIJ3wEpwuaphYARfmCCNmkM3Z0,terms@airbnb.com,Airbnb Airbnb,,ray.perrone@airbnb.com,ray perrone,"Manager, Purchasing And Disbursements",kahty.meyer@airbnb.com,kahty meyer,Marketing Executive,+1 619-483-5006,+1 678-595-0038,19072992686,https://www.facebook.com/quintadoevaristo/videos/,https://instagram.com/airbnb,https://www.linkedin.com/company/airbnb/life,https://twitter.com/airbnb,"NEW cozy beach cottage 3 blocks from beach! - Cottages for Rent in Panama City Beach, Florida, United States - Airbnb","Feb 9, 2024 - Entire cottage for $556. Welcome to your home away from home! Our fully renovated & modern beach cottage is the perfect place to relax & reset, whether that's lounging in o...",
"Cabin rentals with bunk beds, 94574, California, USA",Fern Hook Cabins,http://fernhookcabins.com/,Vacation home rental agency,Vacation home rental agency,+1 707-954-5595,"450 Lovett Loop, Crescent City, CA 95531",Crescent City,5.0,"https://search.google.com/local/reviews?placeid=ChIJc44UzmJn0FQRIQR2qyh5yWM&q=Cabin+rentals+with+bunk+beds,+94574,+California,+USA&authuser=0&hl=en&gl=US",13.0,https://lh5.googleusercontent.com/p/AF1QipOwE0s9OX-dQvzoLm2CxwkVYBXh9-7ae28N5CvJ=w800-h500-k-no,{},,ChIJc44UzmJn0FQRIQR2qyh5yWM,,,,,,,,,,7079545595,,,,,,,Fern Hook Vacation Cabins - Redwood Coast Vacation Rentals,"Private Cabins in the Redwoods - Newly built Fern Hook Vacation Cabins are located near Jedediah Smith State Park in the tiny hamlet of Hiouchi, California.",
"Cabin rentals with bunk beds, 95476, California, USA",Sonoma Valley Escapes Vacation Rental Management,http://www.sonomavalleyescapes.com/,"Vacation home rental agency, Service establishment",Vacation home rental agency,+1 707-353-5060,,,5.0,"https://search.google.com/local/reviews?placeid=ChIJXdrcjyJecaUR_SREHGisBSs&q=Cabin+rentals+with+bunk+beds,+95476,+California,+USA&authuser=0&hl=en&gl=US",21.0,https://lh5.googleusercontent.com/p/AF1QipNXUUeozGRWZVlQ5lESgASKatZw4n3xj96cb8rZ=w800-h500-k-no,{},,ChIJXdrcjyJecaUR_SREHGisBSs,stay@sonomavalleyescapes.com,,,,,,,,,7072829169,8884902739,7072553954,https://www.facebook.com/837702212934091,,,https://twitter.com/intent/,Cottage Sonoma - Sonoma Valley Escapes,"Luxury Vacation Rentals in Sonoma Valley, Northern California Wine Country. Escape with us, your perfect Vacation is just a click away",
"Cabin rentals with bunk beds, 95445, California, USA","Coasting Home, Inc.",http://www.coastinghome.com/,"Vacation home rental agency, Property management company",Vacation home rental agency,+1 707-884-9601,"39040 CA-1 Ste 3, Gualala, CA 95445",Gualala,4.8,"https://search.google.com/local/reviews?placeid=ChIJG146jq0wgYAR8hqqvU4TIPo&q=Cabin+rentals+with+bunk+beds,+95445,+California,+USA&authuser=0&hl=en&gl=US",41.0,https://lh5.googleusercontent.com/p/AF1QipOaXaYsFFcyh3tFHW4e0dDpCuLsWwJ8iaFCHnc=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",,ChIJG146jq0wgYAR8hqqvU4TIPo,ccrosby@coastinghome.com,Cathleen Crosby,President/Broker/Property Manager,dhoward@coastinghome.com,donna howard,Owner,fvero@coastinghome.com,frank vero,Founder,17078849601,8007738648,7077852468,https://www.facebook.com/coastinghomeinc/,https://www.instagram.com/coasthost15,,https://twitter.com/gualalahome,Gualala Sea Ranch Vacation Rentals,,
"Cabin rentals with bunk beds, 94904, California, USA",Murphys Vacation Rentals,http://www.murphysvacationrentals.com/,"Cabin rental agency, Vacation home rental agency, Indoor lodging",Vacation home rental agency,+1 209-736-9372,"772 Murphys Creek Rd, Murphys, CA 95247",Murphys,4.7,"https://search.google.com/local/reviews?placeid=ChIJ8xQmBuK9kIARORm8IQMGxfo&q=Cabin+rentals+with+bunk+beds,+94904,+California,+USA&authuser=0&hl=en&gl=US",15.0,https://lh5.googleusercontent.com/p/AF1QipP07jezjvaCYZVspBXKh_B03p-kwCKTXTIaHkeF=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Other"": {""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}}",,ChIJ8xQmBuK9kIARORm8IQMGxfo,info@murphysvacationrentals.com,,,,,,,,,2097369372,,,,,,,Welcome to Murphys Vacation Rentals in Murphys California,"Whether looking for a family vacation or a romantic weekend getaway, you will be pleased with one of these cozy California rentals. Enjoy quiet surroundings while being only minutes away from the historic downtown area. We have great accommodations at some of the best locations in town!",
"Cabin rentals with bunk beds, 95476, California, USA",Cottage Sonoma,http://cottagesonoma.com/,"Vacation home rental agency, Bed & breakfast",Vacation home rental agency,+1 707-353-5060,"424 2nd St W, Sonoma, CA 95476",Sonoma,5.0,"https://search.google.com/local/reviews?placeid=ChIJYdAT_xyshYARLRJSEsC30nQ&q=Cabin+rentals+with+bunk+beds,+95476,+California,+USA&authuser=0&hl=en&gl=US",54.0,https://lh5.googleusercontent.com/p/AF1QipN9SSBal5b3qth8fmSeKDwU4EckJO_vpkQs05Wd=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,ChIJYdAT_xyshYARLRJSEsC30nQ,info@cottagesonoma.com,,,,,,,,,,,,,,,,,,
"Summer camp for rent , 95476, California, USA",Russian River Getaways,https://www.russianrivergetaways.com/?utm_source=google,"Vacation home rental agency, Cabin rental agency",Vacation home rental agency,+1 707-869-4560,"14070 Mill St, Guerneville, CA 95446",Guerneville,4.8,"https://search.google.com/local/reviews?placeid=ChIJCcT15lkfhIARFXWDV6-4Im0&q=Summer+camp+for+rent+,+95476,+California,+USA&authuser=0&hl=en&gl=US",37.0,https://lh5.googleusercontent.com/p/AF1QipNcJc3Ve06r1hLi4FnVCdrFTWdDodh-0yKh1U-Q=w800-h500-k-no,"{""Service options"": {""Online appointments"": false, ""Onsite services"": false}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointment required"": true}}",,ChIJCcT15lkfhIARFXWDV6-4Im0,rachel@russianrivergetaways.com,Rachel Legrand,Chief Executive Officer,david.p.washburn@gmail.com,David Washburn,General Manager,bookings@rrgetaways.com,,,,,,http://facebook.com/russianrivergetaways,http://instagram.com/russianrivergetaways,http://www.linkedin.com/company/680358,http://twitter.com/stayrrgetaways,Russian River Vacation Home Rentals | Russian River Getaways,Offering pet-friendly Russian River vacation home rentals and vacation planning information. Experience Northern CA wine country with family & friends!,
"Summer camp for rent , 95448, California, USA",Wine Country Life Vacation Homes,https://www.winecountrylifevacationhomes.com/,Vacation home rental agency,Vacation home rental agency,+1 707-433-8899,"347 Healdsburg Ave K, Healdsburg, CA 95448",Healdsburg,5.0,"https://search.google.com/local/reviews?placeid=ChIJSQWyZLEXhIAR7HO039vQJX8&q=Summer+camp+for+rent+,+95448,+California,+USA&authuser=0&hl=en&gl=US",7.0,https://lh5.googleusercontent.com/p/AF1QipPPHWZprs0EbSgfnL7GKSTeDsC-kvyUiVJYYZuC=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,ChIJSQWyZLEXhIAR7HO039vQJX8,info@winecountrylifevacationhomes.com,,,cobyleibman@yahoo.com,,,jonathan@healdsburgtours.com,,,8004546674,7074338899,,https://www.facebook.com/winecountrylifevacationhomes/,,http://linkedin.com/company/healdsburg-property-management,https://twitter.com/WineCntryLifePM,Wine Country Life Vacation Homes | Sonoma County Vacation Rentals,"Wine Country Life Vacation Homes represent homes nestled in the heart of Sonoma County's Wine Country. Areas include Healdsburg, Santa Rosa, Geyserville,",
"Cabin rentals with bunk beds, 95033, California, USA",Sanctuary Vacation Rentals,https://www.sanctuaryvacationrentals.com/,Vacation home rental agency,Vacation home rental agency,+1 831-373-7103,"NW Corner of Mission & 8th, Carmel-By-The-Sea, CA 93921",Carmel-By-The-Sea,4.8,https://search.google.com/local/reviews?placeid=ChIJQ0AWTRaeLxURLBkivPzoyFM&q=*&authuser=0&hl=en&gl=US,29.0,https://lh5.googleusercontent.com/p/AF1QipN3S_ATJAwnKiXRdSdSAN_VsnUXk5J85wi2vXs=w800-h500-k-no,"{""Service options"": {""Onsite services"": true}}",,ChIJQ0AWTRaeLxURLBkivPzoyFM,ben@sanctuaryvacationrentals.com,Ben Edwards,Owner,shellymaffei@aol.com,Shelly Maffei,Realtor And Reservation Specialist,redsky@archinsurance.com,,,8312336340,18312336340,,https://www.facebook.com/pages/Sanctuary-Vacation-Rentals/525094730921596,https://www.instagram.com/sanctuaryvacationrentals,http://linkedin.com/company/sanctuary-vacation-rentals-inc.,http://twitter.com/SanctuaryRental,Monterey Vacation Rentals | Carmel Vacation Rentals,"Sanctuary Vacation Rentals offers Monterey, Carmel, and Pacific Grove vacation rentals for your upcoming California vacation. Contact us today.",
"Summer camp for rent , 95445, California, USA",Sea Ranch Beach Rentals,http://www.searanchrentals.com/,Vacation home rental agency,Vacation home rental agency,+1 707-884-4235,"39200 CA-1, Gualala, CA 95445",Gualala,4.6,"https://search.google.com/local/reviews?placeid=ChIJKdy1ArMwgYAReOPB24PcPUg&q=Summer+camp+for+rent+,+95445,+California,+USA&authuser=0&hl=en&gl=US",5.0,https://lh5.googleusercontent.com/p/AF1QipNQ7Yi65hB31kbczA4OFSjGm43O15pmNPAuBSFq=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,ChIJKdy1ArMwgYAReOPB24PcPUg,info@searanchrentals.com,,,,,,,,,707.884.4235,17078844235,,https://www.facebook.com/BeachRentals,,,,"The Sea Ranch, CA Vacation Home Rentals | BEACH RENTALS",Locally Owned and Managed offering an extensive collection of the most desirable Sea Ranch Vacation Home Rentals.,
"Cabin rentals with bunk beds, 94970, California, USA",Twain Harte Rentals,http://www.twainharterentals.com/,"Cabin rental agency, Vacation home rental agency",Vacation home rental agency,+1 209-586-5204,"22910 Twain Harte Dr #101, Twain Harte, CA 95383",Twain Harte,4.8,"https://search.google.com/local/reviews?placeid=ChIJnykLxPTLkIARYEk1NZGNxng&q=Cabin+rentals+with+bunk+beds,+94970,+California,+USA&authuser=0&hl=en&gl=US",9.0,https://lh5.googleusercontent.com/p/AF1QipOzByU90OC7OMtBH4I1ULOncyalbPh474OCawKF=w800-h500-k-no,{},,ChIJnykLxPTLkIARYEk1NZGNxng,cabins4rent@twainharterentals.com,,,,,,,,,2095865204,12095865204,,https://www.facebook.com/TwainHarteRentals/,,,,Twain Harte Rentals | Twain Harte California Vacation Homes,"Our Twain Harte rentals offer cabins for rent and vacation home rentals in Twain Harte near Twain Harte Lake, Dodge Ridge, Pinecrest, and Yosemite.","Twain Harte Rentals,  Twain Harte Cabin Rentals, Twain Harte Lake, cabin rentals, Lodging, Yosemite, Pinecrest Lodging, Mountain Lodging, cabins for rent, vacation rentals, Dodge Ridge, Dodge Ridge Ski Resort"
"Mountain lodges with event space, 95448, California, USA",WC Lodging Vacation Rentals,https://wclodging.com/?utm_source=gmb,"Vacation home rental agency, Property management company",Vacation home rental agency,+1 707-304-6467,"2095 Redwood Dr, Healdsburg, CA 95448",Healdsburg,4.9,"https://search.google.com/local/reviews?placeid=ChIJWRJ2as0WhIAR__Hc59umpPY&q=Mountain+lodges+with+event+space,+95448,+California,+USA&authuser=0&hl=en&gl=US",76.0,https://lh5.googleusercontent.com/p/AF1QipPHDjI_btp9c8An5lrKbeRDQsmQOMBTZq3KtEss=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,ChIJWRJ2as0WhIAR__Hc59umpPY,info@wclodging.com,,,info@indiantypefoundry.com,,,,,,7073046467,,,https://www.facebook.com/1349978231788573,https://www.instagram.com/wclodging,,,"wclodging.com - Property Management, Vacation Rental","Vacation Rental and Second Home Property Management in Sonoma, Lake and Northern California.
Professional Vacation Rental and Second Home Property Management",
"Cabin rentals with bunk beds, 95060, California, USA",The Redwoods In Yosemite,http://redwoodsinyosemite.com/,"Cabin rental agency, Vacation home rental agency, Event venue, Log cabins, Mountain cabin, Wedding venue",Vacation home rental agency,+1 209-375-6666,"8038 Chilnualna Falls Rd, Wawona, CA 95389",Wawona,4.6,https://search.google.com/local/reviews?placeid=ChIJDztxxa-RloARCx-j3xWidPs&q=*&authuser=0&hl=en&gl=US,539.0,https://lh5.googleusercontent.com/p/AF1QipPAq5zJfEmGcx2JwwQl5Hfm7tjkty0CRxBh0Ik2=w800-h500-k-no,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""Free parking"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": null, ""Check-out time"": ""10:00 AM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}",,ChIJDztxxa-RloARCx-j3xWidPs,evan@redwoodsinyosemite.com,Evan Standen,Housekeeping Supervisor,aheinlein@redwoodsinyosemite.com,anthony heinlein,Regional Sales Manager,lthomas@redwoodsinyosemite.com,linda thomas,Sales Executive,,,,,,http://www.linkedin.com/company/6376738,https://twitter.com/YosemiteParkCA,Yosemite Cabins and Vacation Home Rentals | The Redwoods In Yosemite,Choose from the largest selection of Yosemite cabins at The Redwoods In Yosemite. /find your ideal place to stay from 120+ Yosemite cabin rentals all inside Yosemite National Park.,
"Cabin rentals with bunk beds, 95476, California, USA",Windhaven Cottage,http://www.windhavencottage.com/,"Vacation home rental agency, Local government office",Vacation home rental agency,+1 707-543-1621,"21700 Pearson Ave, Sonoma, CA 95476",Sonoma,5.0,"https://search.google.com/local/reviews?placeid=ChIJXyvqHKiuhYARXt9jf9HFsBU&q=Cabin+rentals+with+bunk+beds,+95476,+California,+USA&authuser=0&hl=en&gl=US",9.0,https://lh5.googleusercontent.com/p/AF1QipPG8grLAHs06K692QpovR-A6CG_0bgSr_T3e-5K=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointment required"": true}}",,ChIJXyvqHKiuhYARXt9jf9HFsBU,wendy@windhavencottage.com,,,,,,,,,17074832380,,,https://www.facebook.com/1433540633415242,,,,Home | Windhaven Cottage,"Are you looking for a quiet place to stay like a cottage amongst the vineyards in Sonoma, CA? Then Windhaven Cottage is the perfect solution.",Windhaven Cottage
"Mountain lodges with event space, 94515, California, USA",Modern Wine Country Ranch | Mayastoga Luxury Rentals,https://mayastoga.com/vacation-rentals/,"Vacation home rental agency, Travel agency",Vacation home rental agency,+1 415-515-7776,"5850 Sharp Rd, Calistoga, CA 94515",Calistoga,5.0,"https://search.google.com/local/reviews?placeid=ChIJZxd54RtDhIARsNRnNA1qxUk&q=Mountain+lodges+with+event+space,+94515,+California,+USA&authuser=0&hl=en&gl=US",313.0,https://lh5.googleusercontent.com/p/AF1QipNdafUYifJMDmTcHk9vmgwlesy2emaanmM5ykQ3=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,ChIJZxd54RtDhIARsNRnNA1qxUk,arthur@mayastoga.com,,,lynn@mayastoga.com,,,,,,,,,https://www.facebook.com/mayastoga/,https://www.instagram.com/mayastoga,,https://twitter.com/mayastoga_info,Mayastoga – Luxury Vacation Rentals in the Heart of California Wine Country,,
